Component,Origin,License,Copyright
https://raw.githubusercontent.com/mono/mono/master/mcs/class/Mono.Posix/Mono.Unix/UnixEndPoint.cs,Ximian Inc,MIT license,(C) 2003 Ximian, Inc (http://www.ximian.com)
